PRISM Time Series Data
Location:  Lat: 29.4793   Lon: -98.4325   Elev: 218m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2023-04-25
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Apr-27
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1981-04-08,0.00,16.0,22.1,28.2,15.8,2.50,21.43
1981-04-09,0.00,20.0,24.2,28.5,18.8,1.60,18.81
1981-04-10,0.09,21.0,25.1,29.2,19.0,1.92,21.00
1981-04-11,0.00,20.6,24.2,27.8,18.5,2.13,16.78
1981-04-12,0.00,19.6,22.9,26.2,19.2,1.00,10.55
1981-04-13,0.00,19.9,25.3,30.6,18.7,1.10,23.27
1981-04-14,0.00,20.3,25.6,30.9,18.8,1.81,23.63
1981-04-15,1.37,17.3,22.9,28.5,17.2,1.21,20.23
1981-04-16,1.88,17.7,21.3,24.9,16.8,0.97,12.91
1981-04-17,2.22,19.2,22.6,26.0,18.7,0.94,11.98
1981-04-18,8.20,20.0,24.5,29.1,18.3,1.44,21.64
1981-04-19,0.61,20.3,24.3,28.2,19.6,1.32,15.34
1981-04-20,0.00,21.5,25.8,30.0,20.3,2.32,18.03
1981-04-21,0.00,21.4,26.6,31.8,19.5,1.47,23.87
1981-04-22,4.07,21.0,24.7,28.4,19.5,1.75,16.88
1981-04-23,31.65,20.2,23.0,25.8,19.8,0.93,9.65
1981-04-24,3.45,15.5,20.2,24.9,15.8,0.77,11.85
1981-04-25,4.09,15.4,19.4,23.3,13.1,1.93,13.68
1981-04-26,1.86,16.3,20.5,24.8,16.7,0.52,11.64
1981-04-27,0.00,19.3,23.5,27.7,18.6,1.25,15.36
1981-04-28,0.00,20.9,24.7,28.5,19.4,2.09,17.55
1981-04-29,0.00,21.4,24.8,28.2,21.2,1.32,12.98
1981-04-30,0.00,21.2,25.8,30.4,21.6,1.00,17.39
1981-05-01,0.29,22.0,26.6,31.2,21.5,2.14,20.06
1981-05-02,9.58,22.0,27.0,31.9,21.3,2.04,21.95
1981-05-03,15.77,20.0,21.3,22.5,19.7,0.85,3.13
1981-05-04,2.12,19.0,22.4,25.8,18.6,1.67,12.11
1981-05-05,0.00,19.3,23.8,28.2,18.8,1.72,16.62
1981-05-06,0.00,17.6,23.2,28.8,18.0,1.45,19.02
1981-05-07,0.00,17.2,23.3,29.5,17.6,1.76,20.66
1981-05-08,0.00,19.4,24.4,29.4,18.8,2.81,18.40
1981-05-09,0.00,22.2,24.9,27.7,20.3,2.93,13.00
1981-05-10,0.00,12.8,22.1,31.5,13.2,3.01,27.73
1981-05-11,0.00,9.8,18.1,26.4,6.9,2.68,25.15
1981-05-12,0.00,13.4,20.5,27.5,10.6,3.63,24.79
1981-05-13,0.00,17.9,23.4,28.9,18.3,2.14,17.81
1981-05-14,0.00,20.4,25.8,31.1,20.2,1.95,20.21
1981-05-15,0.00,17.6,23.3,28.9,12.2,4.94,26.23
1981-05-16,1.82,19.1,21.6,24.2,19.0,1.99,9.12
1981-05-17,0.00,21.3,27.1,32.9,22.0,2.36,25.46
1981-05-18,0.00,24.0,28.9,33.7,22.5,2.89,24.74
1981-05-19,0.00,19.0,27.4,35.8,16.6,4.43,39.44
1981-05-20,0.00,14.4,21.9,29.5,11.2,3.76,27.61
1981-05-21,0.00,15.2,21.2,27.3,12.5,2.94,22.20
1981-05-22,0.00,18.8,22.4,26.0,18.4,2.22,12.64
1981-05-23,0.00,23.0,27.3,31.6,21.7,3.07,20.58
1981-05-24,29.38,17.7,25.5,33.3,20.8,1.46,24.97
1981-05-25,16.24,18.3,24.2,30.1,18.3,2.09,19.51
1981-05-26,0.00,19.0,25.3,31.6,19.1,1.79,25.79
1981-05-27,0.00,22.4,28.4,34.4,21.6,2.31,29.20
1981-05-28,0.00,24.2,28.6,33.1,22.3,4.45,23.07
1981-05-29,4.60,22.9,28.2,33.6,22.6,3.84,24.54
1981-05-30,32.13,19.6,23.1,26.6,19.4,2.46,9.99
1981-05-31,13.31,18.8,24.2,29.6,18.5,2.07,18.19
1981-06-01,1.13,21.4,26.3,31.1,20.8,2.88,20.78
1981-06-02,0.81,22.8,26.3,29.8,21.6,3.18,16.47
1981-06-03,0.99,23.9,27.6,31.4,22.5,2.85,17.73
1981-06-04,11.42,25.4,28.1,30.8,22.9,3.95,15.76
1981-06-05,11.62,21.9,25.9,29.9,21.4,1.60,16.76
1981-06-06,0.00,21.9,26.9,31.9,21.4,1.73,22.61
1981-06-07,0.00,23.8,28.9,34.0,21.7,3.10,28.30
1981-06-08,0.00,25.3,30.2,35.1,24.2,1.77,27.87
1981-06-09,0.00,25.6,30.4,35.1,24.2,2.66,28.30
1981-06-10,0.00,25.7,30.0,34.2,23.8,4.05,24.65
1981-06-11,3.49,26.0,30.2,34.4,23.9,3.51,25.95
1981-06-12,27.34,22.2,24.5,26.8,22.0,0.96,5.89
1981-06-13,30.08,22.5,25.6,28.8,23.1,0.88,10.04
1981-06-14,33.49,21.8,24.8,27.7,23.3,0.56,5.90
1981-06-15,1.05,23.2,27.4,31.5,24.1,1.46,14.92
1981-06-16,49.02,21.2,26.5,31.8,23.6,1.17,16.21
1981-06-17,9.26,20.4,21.8,23.2,19.1,1.57,5.53
1981-06-18,0.00,21.0,24.8,28.5,21.6,1.02,11.77
1981-06-19,0.00,23.1,27.4,31.7,21.9,1.61,21.50
1981-06-20,0.00,24.0,28.1,32.2,21.9,2.79,23.10
1981-06-21,0.00,24.1,28.3,32.6,22.8,3.10,21.18
1981-06-22,0.00,24.4,28.7,32.9,22.5,3.14,23.37
1981-06-23,0.00,24.5,28.6,32.7,22.5,2.96,22.52
1981-06-24,0.07,23.7,28.1,32.5,22.4,2.05,22.17
1981-06-25,14.82,23.5,27.3,31.1,22.2,1.83,18.09
1981-06-26,8.12,22.6,26.9,31.2,22.2,1.60,17.82
1981-06-27,0.95,21.9,26.6,31.3,22.1,1.05,18.73
1981-06-28,2.84,22.5,26.8,31.1,22.2,1.21,19.06
1981-06-29,0.22,23.8,27.6,31.4,22.7,1.75,18.78
1981-06-30,10.32,22.9,27.0,31.2,22.7,1.05,16.91
1981-07-01,4.08,23.2,27.5,31.8,22.5,1.06,21.59
1981-07-02,0.00,24.1,28.3,32.5,22.1,1.95,24.37
1981-07-03,0.00,24.1,28.6,33.1,22.4,2.79,23.90
1981-07-04,0.00,24.9,29.0,33.1,22.1,3.12,25.82
1981-07-05,2.63,24.8,27.5,30.2,23.0,2.94,15.10
1981-07-06,6.19,21.4,25.2,29.0,21.6,1.32,11.75
1981-07-07,0.21,20.5,24.7,28.9,20.8,0.87,14.46
1981-07-08,1.63,21.8,26.3,30.7,22.7,1.37,16.49
1981-07-09,8.91,24.2,27.1,30.0,22.3,2.20,15.29
1981-07-10,0.00,22.9,27.7,32.5,22.7,1.27,21.63
1981-07-11,0.00,22.8,27.7,32.6,22.3,1.58,22.54
1981-07-12,0.00,22.5,28.0,33.4,22.3,1.46,24.20
1981-07-13,0.00,23.9,28.5,33.0,22.7,2.01,23.63
1981-07-14,0.00,24.5,28.9,33.4,22.8,1.82,24.48
1981-07-15,0.00,23.3,28.4,33.5,22.3,1.10,26.26
1981-07-16,0.00,23.7,28.8,33.9,21.9,1.84,29.88
1981-07-17,0.00,24.0,29.0,34.0,21.4,2.19,30.72
1981-07-18,0.00,24.5,29.3,34.2,22.1,2.58,28.52
1981-07-19,0.00,24.7,29.4,34.1,22.4,2.70,27.65
1981-07-20,0.00,25.3,30.4,35.5,22.6,3.31,32.57
1981-07-21,0.00,24.1,29.1,34.2,21.9,2.40,28.79
1981-07-22,0.00,24.2,29.7,35.2,21.7,2.62,32.32
1981-07-23,0.00,24.6,30.0,35.3,22.4,3.53,30.94
1981-07-24,0.00,23.0,29.6,36.1,21.3,2.21,37.00
1981-07-25,0.00,24.1,29.7,35.3,21.2,2.48,34.66
1981-07-26,0.59,24.7,29.7,34.8,22.4,2.64,30.77
1981-07-27,1.40,24.7,28.8,32.8,22.8,2.84,23.26
1981-07-28,2.47,24.8,29.2,33.6,23.0,2.50,25.45
1981-07-29,0.00,24.1,29.3,34.5,22.0,2.81,30.86
1981-07-30,0.00,24.5,29.6,34.7,21.5,2.94,31.60
1981-07-31,0.00,25.2,30.4,35.6,22.0,3.86,34.79
1981-08-01,0.00,24.5,30.1,35.6,22.2,2.90,32.76
1981-08-02,0.00,23.5,29.4,35.3,21.0,3.62,33.36
1981-08-03,0.00,22.6,28.9,35.1,20.2,2.72,35.91
1981-08-04,0.00,23.4,29.7,36.0,20.2,3.43,40.93
1981-08-05,0.00,25.0,30.4,35.7,21.8,3.97,35.04
1981-08-06,0.00,25.1,30.5,35.9,22.0,3.85,34.75
1981-08-07,0.00,23.4,29.9,36.4,20.7,3.21,38.18
1981-08-08,4.99,24.2,30.2,36.1,20.1,3.88,39.69
1981-08-09,0.00,21.3,28.5,35.7,15.9,7.39,41.74
1981-08-10,0.00,22.0,28.6,35.1,17.0,4.91,39.80
1981-08-11,0.00,23.7,29.7,35.7,19.6,4.18,38.43
1981-08-12,0.00,24.7,30.2,35.7,19.7,4.84,39.74
1981-08-13,0.00,23.5,29.0,34.6,21.1,3.15,31.37
1981-08-14,22.46,24.2,29.3,34.3,22.2,2.33,29.59
1981-08-15,0.00,25.0,29.9,34.9,22.9,2.90,29.29
1981-08-16,0.00,24.8,30.7,36.6,22.0,3.59,36.92
1981-08-17,0.00,25.8,31.5,37.3,21.5,5.21,39.73
1981-08-18,12.02,22.9,28.3,33.7,21.4,2.78,28.19
1981-08-19,26.40,22.2,27.5,32.8,21.9,1.64,23.33
1981-08-20,9.98,22.1,26.5,31.0,20.9,2.01,20.60
1981-08-21,0.00,20.9,26.4,31.9,19.5,3.08,24.90
1981-08-22,0.00,20.3,27.0,33.8,16.6,4.36,36.00
1981-08-23,0.00,20.5,26.9,33.4,17.3,3.61,33.16
1981-08-24,0.00,21.2,27.3,33.4,19.1,2.90,32.59
1981-08-25,0.00,22.2,28.1,33.9,21.4,2.13,27.97
1981-08-26,0.00,23.0,28.6,34.2,21.6,2.28,29.62
1981-08-27,0.00,21.3,27.5,33.7,20.4,1.65,29.38
1981-08-28,0.00,22.1,28.2,34.4,19.4,2.99,34.56
1981-08-29,3.27,23.2,28.6,34.1,21.4,2.30,29.16
1981-08-30,13.53,23.5,27.2,30.9,22.5,1.24,17.35
1981-08-31,27.54,23.7,24.9,26.1,23.2,1.45,3.95
1981-09-01,0.11,23.8,28.7,33.6,24.1,1.39,21.62
1981-09-02,0.03,23.1,28.3,33.4,22.6,2.12,22.24
1981-09-03,2.66,23.7,28.3,32.9,22.5,1.97,24.53
1981-09-04,3.02,23.5,26.9,30.3,22.7,1.75,13.83
1981-09-05,0.00,21.0,26.9,32.7,21.4,1.36,26.56
1981-09-06,0.00,21.3,26.9,32.6,22.1,1.56,23.47
1981-09-07,0.00,23.2,28.3,33.4,22.0,2.28,26.32
1981-09-08,2.18,22.1,27.6,33.2,21.7,1.26,25.81
1981-09-09,0.01,19.1,25.0,30.8,19.6,1.72,18.99
1981-09-10,1.37,19.2,25.5,31.7,15.6,3.01,31.36
1981-09-11,0.00,19.9,25.8,31.7,18.1,2.75,24.95
1981-09-12,0.00,20.6,26.4,32.3,19.6,2.54,24.56
1981-09-13,0.00,21.3,27.2,33.1,20.6,2.22,26.53
1981-09-14,0.79,23.8,28.6,33.3,21.7,3.15,26.84
1981-09-15,16.39,21.2,26.7,32.1,21.1,2.09,19.49
1981-09-16,1.64,21.2,26.5,31.7,20.0,2.34,24.90
1981-09-17,0.00,16.3,23.6,30.8,16.1,3.66,23.58
1981-09-18,0.00,12.9,19.3,25.8,6.7,5.18,23.82
1981-09-19,0.00,8.3,16.4,24.5,6.6,1.36,21.72
1981-09-20,0.00,9.4,17.6,25.8,8.5,1.37,22.64
1981-09-21,0.00,11.8,20.4,28.9,14.0,1.28,24.09
1981-09-22,0.00,17.2,24.5,31.8,18.8,1.36,25.15
1981-09-23,0.00,20.1,25.8,31.5,19.3,1.93,27.23
1981-09-24,0.00,21.9,26.9,31.9,19.3,2.00,27.34
1981-09-25,0.00,19.8,25.8,31.8,19.7,1.58,23.47
1981-09-26,0.00,19.9,26.0,32.1,19.2,1.55,28.73
1981-09-27,0.00,20.7,26.8,32.8,20.2,1.81,26.59
1981-09-28,0.00,18.6,25.3,31.9,18.4,1.66,28.41
1981-09-29,0.00,17.9,25.0,32.1,17.1,1.79,29.68
1981-09-30,0.00,18.2,24.8,31.3,17.9,1.67,26.51
1981-10-01,0.00,21.0,26.6,32.3,19.9,1.54,27.30
1981-10-02,0.00,20.1,26.3,32.4,19.0,1.85,27.53
1981-10-03,0.06,20.3,26.5,32.7,19.8,2.17,27.39
1981-10-04,0.00,23.0,28.0,33.0,20.7,2.61,28.14
1981-10-05,0.00,23.1,28.2,33.3,20.7,2.28,29.24
1981-10-06,29.03,23.4,28.2,33.0,22.7,2.19,25.06
1981-10-07,34.72,22.0,24.8,27.5,22.6,0.83,6.50
1981-10-08,0.43,14.9,21.1,27.4,16.7,1.61,10.60
1981-10-09,5.63,15.5,18.9,22.4,14.4,1.04,10.42
1981-10-10,0.00,17.1,22.9,28.7,19.8,0.73,13.82
1981-10-11,0.23,20.9,26.1,31.3,22.7,0.50,18.48
1981-10-12,0.00,24.1,28.0,31.8,22.7,1.31,21.77
1981-10-13,4.70,24.9,28.5,32.1,22.7,3.60,21.90
1981-10-14,3.22,25.6,28.8,32.0,22.9,3.58,21.29
1981-10-15,0.00,24.0,28.0,32.0,22.9,1.95,20.72
1981-10-16,0.00,22.5,26.8,31.2,22.0,1.37,18.40
1981-10-17,0.00,22.5,26.9,31.2,21.3,1.72,21.83
1981-10-18,7.56,19.1,25.1,31.2,18.7,3.24,21.83
1981-10-19,0.00,9.3,16.8,24.2,6.5,2.13,22.62
1981-10-20,0.00,9.0,15.6,22.2,5.2,1.67,19.58
1981-10-21,0.00,9.4,17.6,25.9,13.0,1.44,19.20
1981-10-22,3.16,16.7,20.4,24.1,17.9,1.12,8.37
1981-10-23,22.43,11.4,15.6,19.7,11.0,0.86,5.72
1981-10-24,0.00,9.1,12.7,16.3,3.2,3.55,11.71
1981-10-25,0.00,9.5,12.3,15.1,4.8,2.64,9.78
1981-10-26,0.00,7.5,17.1,26.7,9.3,1.71,21.56
1981-10-27,0.00,4.7,13.2,21.6,3.3,1.13,19.82
1981-10-28,0.00,4.6,14.1,23.6,6.2,0.67,19.67
1981-10-29,0.00,6.4,15.4,24.4,11.1,0.38,15.69
1981-10-30,0.42,10.5,17.9,25.3,13.7,0.38,16.92
1981-10-31,32.47,15.0,20.4,25.7,20.4,0.51,8.51
1981-11-01,8.54,9.3,17.0,24.6,14.3,1.09,9.12
1981-11-02,0.00,5.5,14.3,23.2,4.3,1.28,21.54
1981-11-03,0.00,5.7,15.6,25.6,5.9,0.94,24.89
1981-11-04,0.00,8.8,17.7,26.6,8.1,1.31,24.35
1981-11-05,0.00,8.5,17.1,25.7,9.9,0.78,21.31
1981-11-06,0.00,11.3,18.6,26.0,13.8,0.72,16.53
1981-11-07,0.00,9.4,17.1,24.9,10.8,0.72,17.93
1981-11-08,2.07,10.2,17.5,24.8,13.9,0.99,16.45
1981-11-09,2.92,10.2,18.4,26.6,11.9,1.66,20.48
1981-11-10,0.00,5.3,10.8,16.3,3.2,2.25,10.00
1981-11-11,0.00,4.2,12.0,19.8,3.8,1.06,14.63
1981-11-12,0.00,4.3,12.7,21.1,6.9,0.70,15.32
1981-11-13,0.00,8.6,15.0,21.4,9.2,0.77,13.73
1981-11-14,0.00,9.0,16.0,23.1,11.2,0.59,13.67
1981-11-15,0.11,12.4,18.9,25.3,13.7,0.67,16.49
1981-11-16,0.00,13.1,19.7,26.3,14.0,1.30,16.29
1981-11-17,0.00,11.8,18.9,25.9,12.4,0.61,18.11
1981-11-18,0.00,14.6,19.8,25.0,16.1,0.43,12.38
1981-11-19,0.00,17.4,22.5,27.7,16.9,1.07,16.92
1981-11-20,0.00,3.2,12.3,21.4,3.2,0.95,17.73
1981-11-21,0.00,0.7,9.8,18.8,-0.1,0.72,16.21
1981-11-22,0.00,1.0,10.8,20.7,3.2,0.71,16.66
1981-11-23,0.00,6.1,15.7,25.2,11.9,0.45,19.38
1981-11-24,0.00,11.6,19.6,27.7,10.9,1.94,22.04
1981-11-25,0.00,11.3,18.6,25.9,12.9,0.65,19.04
1981-11-26,0.00,18.7,23.0,27.3,16.6,2.02,18.30
1981-11-27,0.00,11.8,19.4,27.1,10.2,2.96,21.63
1981-11-28,0.00,12.0,14.8,17.7,6.0,5.34,11.06
1981-11-29,0.90,16.5,19.2,22.0,14.9,1.43,9.04
1981-11-30,1.30,18.9,21.7,24.5,19.2,0.85,6.23
1981-12-01,0.00,6.0,15.5,25.1,2.3,2.33,26.72
1981-12-02,0.00,-0.1,9.1,18.4,-2.7,1.04,16.78
1981-12-03,0.00,0.9,11.4,21.9,-0.2,1.27,20.49
1981-12-04,0.00,3.3,14.8,26.3,3.6,1.40,24.94
1981-12-05,0.00,0.1,9.4,18.7,-4.5,1.55,17.56
1981-12-06,1.74,1.1,8.7,16.2,1.8,0.85,12.74
1981-12-07,2.62,12.2,13.8,15.4,13.5,0.31,1.24
1981-12-08,0.00,14.1,17.6,21.1,14.5,0.41,8.36
1981-12-09,0.00,12.2,16.6,21.1,13.9,0.50,7.76
1981-12-10,0.00,9.6,16.6,23.6,11.9,0.43,14.52
1981-12-11,0.00,12.8,18.1,23.3,13.9,0.56,11.89
1981-12-12,0.00,10.8,18.3,25.7,12.6,0.61,17.89
1981-12-13,0.00,9.3,15.4,21.5,9.3,1.22,12.12
1981-12-14,4.20,8.7,9.6,10.6,7.9,0.63,1.85
1981-12-15,0.00,0.6,5.7,10.8,4.0,0.46,4.31
1981-12-16,0.00,-0.1,7.5,15.1,2.8,0.39,8.71
1981-12-17,0.00,1.1,12.0,22.9,8.3,0.44,14.89
1981-12-18,0.00,-2.5,4.1,10.7,-4.8,1.60,7.06
1981-12-19,0.00,-5.1,2.8,10.6,-8.1,0.85,9.78
1981-12-20,0.80,-3.2,4.2,11.6,2.9,0.43,6.11
1981-12-21,0.42,7.8,11.4,15.0,11.3,0.00,0.01
1981-12-22,0.00,12.4,18.2,24.0,14.2,0.29,13.99
1981-12-23,0.00,3.7,15.5,27.2,1.4,2.33,31.43
1981-12-24,0.00,3.6,8.5,13.4,-3.3,2.49,10.71
1981-12-25,0.00,-2.8,4.1,10.9,-3.9,0.97,8.68
1981-12-26,0.00,-2.1,7.0,16.2,-3.4,1.19,13.63
1981-12-27,0.00,1.5,13.1,24.7,-2.3,1.71,27.09
1981-12-28,0.00,2.6,12.9,23.1,4.9,0.41,20.36
1981-12-29,0.00,5.3,11.8,18.2,-0.6,3.49,14.99
1981-12-30,2.53,4.9,10.9,16.9,-2.0,3.60,13.53
1981-12-31,5.61,6.6,8.6,10.5,6.7,0.28,4.36
1982-01-01,0.00,6.4,13.4,20.5,8.6,0.69,9.48
1982-01-02,0.01,5.7,11.7,17.8,8.6,0.41,9.65
1982-01-03,0.00,11.9,16.7,21.6,15.3,0.05,6.65
1982-01-04,0.00,7.3,17.0,26.6,0.5,1.60,28.20
1982-01-05,0.00,1.8,9.5,17.2,-8.0,2.56,16.99
1982-01-06,0.00,1.4,11.9,22.4,7.8,0.46,15.92
1982-01-07,0.16,9.0,16.8,24.5,13.5,0.24,15.49
1982-01-08,0.00,0.3,3.9,7.4,-5.9,2.50,6.14
1982-01-09,0.00,-0.5,6.1,12.8,-6.6,1.67,11.55
1982-01-10,0.00,-0.5,9.1,18.8,-1.9,1.41,16.62
1982-01-11,0.00,-9.5,-0.6,8.3,-12.9,1.63,6.51
1982-01-12,9.48,-9.7,-5.1,-0.6,-14.5,0.47,3.98
1982-01-13,0.99,-1.1,5.4,11.9,-0.1,0.37,5.01
1982-01-14,0.00,-4.8,-2.2,0.3,-7.6,0.85,3.12
1982-01-15,0.00,-4.6,4.6,13.9,-4.4,0.99,10.90
1982-01-16,0.00,-2.8,6.8,16.3,-0.6,0.71,11.66
